0.00033246,0.00033246,0.00033247,0.00013309,0.00013453,0.0001366,0.00066709,0.00066744,0.00066384,1.0093e-19,3.7122e-55,1.3739e-58,2.4514e-68,8.9837e-72,147.53,0.00095162,0.00030142,0.0022832,5.067e-10,158.75,3.1519e-05,0.00046973,0.0020571,86.336,0.00022391,3.9353e-08,0.0019926,121.04,7.7055e-05,0.00052718,0.0019987,120.69,8.0511e-05,0.00053157,0.0020005,120.72,7.5025e-05,0.0005282,0.0019887,117.83,9.0359e-05,0.00053236,0.0020002,106.26,1.5646e-05,6.2854e-07,0.0018415,96.369,4.9658e-06,0.0001016,0.0017999,1.072,0.60139,0.032471,0.24756,1.5712,0.00015784,0.82172,0.81706,0.082016,0.0721,1.7751,1.7454,0.82609,0.7981,0.086971,0.093248,1.7845,1.7483,0.72233,0.64333,0.016279,0.0044842,0.0023722,0.34122
0.00032468,0.00032468,0.00032468,0.00013196,0.00013338,0.00013527,0.00054727,0.00054787,0.00055043,2.6876e-32,2.4409e-53,9.0338e-57,3.3434e-60,1.2514e-63,145.73,0.00085309,0.00024388,0.0022782,4.6922e-10,158.45,3.1244e-05,0.00043953,0.0020544,68.501,0.00041311,2.3882e-09,0.0019893,120.9,7.5977e-05,0.00051332,0.0019979,120.5,8.1012e-05,0.00051276,0.0020005,120.72,7.5014e-05,0.00051089,0.0019887,118,8.6132e-05,0.00051523,0.0020002,93.923,3.8661e-06,8.3513e-08,0.0017996,90.306,2.5208e-06,3.7961e-05,0.0017884,1.0796,0.48159,0.036484,0.47286,1.8724,9.7534e-06,0.83167,0.82527,0.08917,0.085118,2.2057,2.1429,0.83679,0.8065,0.097938,0.096557,2.2262,2.1468,0.63808,0.60924,0.0041395,0.0026744,0.00034945,0.16525
0.00031848,0.00031848,0.00031856,0.0001317,0.00013304,0.00013311,0.00047984,0.00048105,0.00048857,8.378e-34,-1.0889e-61,-4.5096e-64,-1.669e-67,-6.1356e-71,144.3,0.00075014,0.00019806,0.0022654,4.4758e-10,158.24,3.1113e-05,0.00042315,0.0020545,59.849,0.00056224,5.6878e-10,0.0019879,120.97,7.5596e-05,0.00049818,0.0020032,120.35,8.1994e-05,0.00050412,0.0020042,120.7,7.4872e-05,0.00050184,0.0019954,117.06,8.734e-05,0.00050911,0.0020023,87.091,1.8124e-06,2.4148e-08,0.0018003,85.479,1.4886e-06,1.4771e-05,0.0017877,1.0861,0.41843,0.039589,0.70015,2.1903,3.8272e-06,0.83829,0.83173,0.098823,0.097708,2.6336,2.5635,0.84184,0.81589,0.10805,0.10057,2.6578,2.573,0.5925,0.58355,0.0019097,0.0017164,0.00011438,0.085474
0.00031477,0.00031477,0.00031478,0.00013066,0.00013197,0.00013113,0.000443,0.0004435,0.00044587,6.1194e-38,2.9556e-51,1.0993e-55,4.0685e-59,1.51e-62,143.18,0.00071841,0.0001705,0.0022583,4.351e-10,157.98,3.1064e-05,0.00041082,0.0020513,54.263,0.00066856,2.3505e-10,0.0019862,120.75,7.4722e-05,0.00049719,0.0019968,120.27,7.821e-05,0.00049914,0.0020004,120.71,7.5004e-05,0.00049646,0.0019887,117.99,8.6195e-05,0.00049804,0.0020021,82.359,1.0568e-06,1.0565e-08,0.0017848,81.353,9.9056e-07,7.7332e-06,0.001781,1.094,0.38517,0.044755,0.88779,2.4785,2.3905e-06,0.84272,0.83792,0.10703,0.10666,3.0932,2.9738,0.84788,0.81651,0.11394,0.11753,3.131,2.9597,0.56511,0.55905,0.0016138,0.0015635,8.057e-05,0.059396
0.00031135,0.00031135,0.00031135,0.00013031,0.00013145,0.00013149,0.00041955,0.00041954,0.0004308,7.8792e-37,5.7975e-57,2.1456e-60,7.9409e-64,2.934e-67,142.61,0.00066613,0.00014966,0.002257,4.2834e-10,157.81,3.1056e-05,0.00040137,0.0020503,51.017,0.00074405,1.4836e-10,0.0019853,120.71,7.4393e-05,0.00049257,0.0019966,119.69,8.181e-05,0.00049381,0.0020004,120.71,7.5001e-05,0.00049048,0.0019887,117.79,8.6212e-05,0.0004923,0.0020002,79.665,8.1437e-07,6.81e-09,0.0017815,79.096,7.971e-07,4.7897e-06,0.0017785,1.1007,0.36297,0.048965,1.0936,2.7802,2.1412e-06,0.84665,0.84228,0.11311,0.11409,3.4905,3.3417,0.85214,0.82102,0.1204,0.12475,3.5384,3.3324,0.54882,0.54497,0.0014243,0.0013547,6.4585e-05,0.046809
0.00030578,0.00030578,0.00030584,0.00012956,0.00013054,0.00013049,0.00039538,0.00039537,0.00043956,2.7609e-22,7.1422e-59,2.6433e-62,9.7828e-66,4.2446e-69,141.65,0.00060189,0.00012687,0.0022554,4.2212e-10,157.6,3.1115e-05,0.00039019,0.0020493,47.65,0.00081118,1.1244e-10,0.0019842,120.68,7.4159e-05,0.0004873,0.0019962,119.61,8.2033e-05,0.00048783,0.0020004,120.71,7.4998e-05,0.00048448,0.0019887,117.71,9.0518e-05,0.00048717,0.0020044,76.65,6.4044e-07,4.1561e-09,0.001778,76.424,6.3222e-07,3.0482e-06,0.0017756,1.1051,0.33991,0.053227,1.3139,3.118,8.9294e-07,0.85131,0.84789,0.12261,0.12624,4.0668,3.8744,0.85767,0.83047,0.13461,0.1351,4.1057,3.8771,0.53218,0.52983,0.0012023,0.0011392,4.7291e-05,0.031811
0.00030187,0.00030187,0.00030194,0.00012847,0.00012993,0.00012993,0.00036171,0.00036212,0.0003754,-1.054e-46,1.3253e-55,1.7831e-64,6.599e-68,3.0038e-71,139.91,0.00053183,9.4839e-05,0.0022524,4.129e-10,157.28,3.1215e-05,0.00037472,0.0020475,42.924,0.00091064,4.2594e-11,0.0019827,120.63,7.3781e-05,0.00047895,0.0019957,119.6,7.9009e-05,0.00047601,0.0020004,120.7,7.4991e-05,0.00047478,0.0019887,116.3,9.0541e-05,0.00047186,0.0020002,72.521,4.6822e-07,2.5602e-09,0.001773,72.256,4.6488e-07,1.5601e-06,0.0017704,1.1173,0.30737,0.062261,1.6233,3.8514,9.8026e-07,0.86151,0.85727,0.13646,0.15037,5.3593,5.0192,0.86515,0.84102,0.15129,0.15489,5.1427,5.0699,0.50924,0.5081,0.00094997,0.00092698,3.5398e-05,0.021746
0.0002941,0.0002941,0.0002941,0.00012805,0.00012953,0.00012798,0.00034062,0.00033938,0.00034295,-5.7673e-39,1.4663e-46,5.9583e-51,2.2051e-54,4.256e-60,138.75,0.00047972,7.7772e-05,0.0022498,4.0827e-10,157.15,3.1071e-05,0.00036287,0.0020463,39.941,0.00096682,1.2659e-11,0.0019817,120.59,7.3427e-05,0.00047297,0.0019953,119.42,8.3706e-05,0.00046805,0.0020004,120.7,7.4985e-05,0.00046773,0.0019887,117.69,8.6149e-05,0.00047094,0.0020002,70.133,3.9022e-07,1.3835e-09,0.0017699,69.967,3.8513e-07,9.954e-07,0.0017664,1.1271,0.28662,0.068461,1.9213,4.7348,1.6642e-06,0.86749,0.86421,0.14959,0.17594,6.7012,6.3094,0.87158,0.84772,0.16294,0.17498,6.3852,6.2176,0.49495,0.49424,0.00089881,0.0008974,2.7971e-05,0.01805
0.00027589,0.00027589,0.00027589,0.00012744,0.00012882,0.0001286,0.00031408,0.00031117,0.00034934,9.1205e-38,4.5482e-54,1.6833e-57,6.2297e-61,2.4571e-64,137,0.00042429,5.5333e-05,0.0022426,4.0424e-10,156.88,3.0858e-05,0.000346,0.0020449,35.897,0.0010362,1.2633e-11,0.0019804,120.52,7.2611e-05,0.00046447,0.0019947,119.29,8.3044e-05,0.00045482,0.0020003,120.7,7.4977e-05,0.00045751,0.0019887,117.74,9.0631e-05,0.00046103,0.002002,67.119,3.1134e-07,9.0093e-10,0.0017626,67.029,3.0938e-07,5.5971e-07,0.0017606,1.1402,0.26125,0.077547,2.5595,6.2279,1.084e-06,0.8767,0.86984,0.16978,0.20406,9.056,8.8085,0.88126,0.85618,0.18509,0.2014,8.5771,8.6726,0.48048,0.48038,0.00081621,0.00081616,2.8116e-05,0.012279
0.00026497,0.00026497,0.00026497,0.00012707,0.00012827,0.00012858,0.00029938,0.00029629,0.00030111,-1.2281e-36,1.1838e-50,2.2607e-52,8.3668e-56,3.0725e-59,135.88,0.00037704,4.3483e-05,0.0022327,4.0248e-10,156.67,3.09e-05,0.00033555,0.0020443,33.741,0.0010865,5.846e-12,0.0019797,120.43,7.2106e-05,0.00045923,0.0019944,119.21,8.2691e-05,0.00044936,0.0020003,120.69,7.4972e-05,0.00045109,0.0019887,117.74,9.0631e-05,0.00045386,0.0020044,65.446,2.7821e-07,7.7438e-10,0.0017583,65.381,2.7698e-07,4.0471e-07,0.001757,1.1483,0.2483,0.084993,2.9978,7.5631,5.1098e-07,0.88347,0.87608,0.1841,0.22128,10.789,10.866,0.88738,0.86085,0.19884,0.22973,10.165,10.67,0.47383,0.47376,0.00083307,0.00083293,2.5634e-05,0.011038
